gene_id,locus_tag,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number
E745S_01775,E745S_01775,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01776,E745S_01776,CDS,yiaC,Peptidyl-lysine N-acetyltransferase YiaC,Peptidyl-lysine N-acetyltransferase YiaC,yiaC / Peptidyl-lysine N-acetyltransferase YiaC,COG0454,2.3.1.-
E745S_01777,E745S_01777,CDS,padC,Phenolic acid decarboxylase PadC,Phenolic acid decarboxylase PadC,padC / Phenolic acid decarboxylase PadC,COG3479,4.1.1.102
E745S_01778,E745S_01778,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01779,E745S_01779,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01780,E745S_01780,CDS,emrB,Multidrug export protein EmrB,Multidrug export protein EmrB,emrB / Multidrug export protein EmrB,,
E745S_01781,E745S_01781,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01782,E745S_01782,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01783,E745S_01783,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01784,E745S_01784,CDS,vdcB,putative UbiX-like flavin prenyltransferase,putative UbiX-like flavin prenyltransferase,vdcB / putative UbiX-like flavin prenyltransferase,,2.5.1.129
E745S_01785,E745S_01785,CDS,lpdC,Gallate decarboxylase,Gallate decarboxylase,lpdC / Gallate decarboxylase,COG0043,4.1.1.59
E745S_01786,E745S_01786,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01787,E745S_01787,CDS,btuD_4,Vitamin B12 import ATP-binding protein BtuD,Vitamin B12 import ATP-binding protein BtuD,btuD_4 / Vitamin B12 import ATP-binding protein BtuD,,7.6.2.8
E745S_01788,E745S_01788,CDS,hssR,Heme response regulator HssR,Heme response regulator HssR,hssR / Heme response regulator HssR,,
E745S_01789,E745S_01789,CDS,sasA_3,Adaptive-response sensory-kinase SasA,Adaptive-response sensory-kinase SasA,sasA_3 / Adaptive-response sensory-kinase SasA,,2.7.-.-
E745S_01790,E745S_01790,CDS,gltC_2,HTH-type transcriptional regulator GltC,HTH-type transcriptional regulator GltC,gltC_2 / HTH-type transcriptional regulator GltC,,
E745S_01791,E745S_01791,CDS,ydfK,putative membrane protein YdfK,putative membrane protein YdfK,ydfK / putative membrane protein YdfK,COG1811,
E745S_01792,E745S_01792,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01793,E745S_01793,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01794,E745S_01794,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01795,E745S_01795,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01796,E745S_01796,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01797,E745S_01797,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01798,E745S_01798,CDS,bceA_1,Bacitracin export ATP-binding protein BceA,Bacitracin export ATP-binding protein BceA,bceA_1 / Bacitracin export ATP-binding protein BceA,COG1136,
E745S_01799,E745S_01799,CDS,bceB_1,Bacitracin export permease protein BceB,Bacitracin export permease protein BceB,bceB_1 / Bacitracin export permease protein BceB,COG0577,
E745S_01800,E745S_01800,CDS,mro_2,Aldose 1-epimerase,Aldose 1-epimerase,mro_2 / Aldose 1-epimerase,COG2017,5.1.3.3
E745S_01801,E745S_01801,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01802,E745S_01802,CDS,bglF_1,PTS system beta-glucoside-specific EIIBCA component,PTS system beta-glucoside-specific EIIBCA component,bglF_1 / PTS system beta-glucoside-specific EIIBCA component,COG1263,
E745S_01803,E745S_01803,CDS,rbsD,D-ribose pyranase,D-ribose pyranase,rbsD / D-ribose pyranase,COG1869,5.4.99.62
E745S_01804,E745S_01804,CDS,rbsK,Ribokinase,Ribokinase,rbsK / Ribokinase,,2.7.1.15
E745S_01805,E745S_01805,CDS,degA_2,HTH-type transcriptional regulator DegA,HTH-type transcriptional regulator DegA,degA_2 / HTH-type transcriptional regulator DegA,COG1609,
E745S_01806,E745S_01806,CDS,yecD,Isochorismatase family protein YecD,Isochorismatase family protein YecD,yecD / Isochorismatase family protein YecD,COG1335,3.-.-.-
E745S_01807,E745S_01807,CDS,NA,putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,COG1136,
E745S_01808,E745S_01808,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01809,E745S_01809,CDS,treA,Trehalose-6-phosphate hydrolase,Trehalose-6-phosphate hydrolase,treA / Trehalose-6-phosphate hydrolase,COG0366,3.2.1.93
E745S_01810,E745S_01810,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01811,E745S_01811,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01812,E745S_01812,CDS,agrA,Accessory gene regulator protein A,Accessory gene regulator protein A,agrA / Accessory gene regulator protein A,COG3279,
E745S_01813,E745S_01813,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01814,E745S_01814,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01815,E745S_01815,CDS,agrB,Accessory gene regulator protein B,Accessory gene regulator protein B,agrB / Accessory gene regulator protein B,COG4512,3.4.-.-
E745S_01816,E745S_01816,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01817,E745S_01817,CDS,NA,Deoxyguanosine kinase,Deoxyguanosine kinase,Deoxyguanosine kinase,COG1428,2.7.1.113
E745S_01818,E745S_01818,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01819,E745S_01819,CDS,yjcD,Putative ATP-dependent DNA helicase YjcD,Putative ATP-dependent DNA helicase YjcD,yjcD / Putative ATP-dependent DNA helicase YjcD,COG0210,3.6.4.12
E745S_01820,E745S_01820,CDS,spxA_4,Regulatory protein Spx,Regulatory protein Spx,spxA_4 / Regulatory protein Spx,COG1393,
E745S_01821,E745S_01821,CDS,spxA_5,Regulatory protein Spx,Regulatory protein Spx,spxA_5 / Regulatory protein Spx,COG1393,
E745S_01822,E745S_01822,CDS,bsaA,Glutathione peroxidase BsaA,Glutathione peroxidase BsaA,bsaA / Glutathione peroxidase BsaA,,
E745S_01823,E745S_01823,CDS,luxS,S-ribosylhomocysteine lyase,S-ribosylhomocysteine lyase,luxS / S-ribosylhomocysteine lyase,COG1854,4.4.1.21
E745S_01824,E745S_01824,CDS,metB,Cystathionine gamma-synthase,Cystathionine gamma-synthase,metB / Cystathionine gamma-synthase,COG0626,2.5.1.48
E745S_01825,E745S_01825,CDS,cysM,Cysteine synthase,Cysteine synthase,cysM / Cysteine synthase,COG0031,2.5.1.47
E745S_01826,E745S_01826,CDS,efp,Elongation factor P,Elongation factor P,efp / Elongation factor P,,
E745S_01827,E745S_01827,CDS,lysA,Diaminopimelate decarboxylase,Diaminopimelate decarboxylase,lysA / Diaminopimelate decarboxylase,COG0019,4.1.1.20
E745S_01828,E745S_01828,CDS,dapF,Diaminopimelate epimerase,Diaminopimelate epimerase,dapF / Diaminopimelate epimerase,COG0253,5.1.1.7
E745S_01829,E745S_01829,CDS,dapA,4-hydroxy-tetrahydrodipicolinate synthase,4-hydroxy-tetrahydrodipicolinate synthase,dapA / 4-hydroxy-tetrahydrodipicolinate synthase,COG0329,4.3.3.7
E745S_01830,E745S_01830,CDS,dapB,4-hydroxy-tetrahydrodipicolinate reductase,4-hydroxy-tetrahydrodipicolinate reductase,dapB / 4-hydroxy-tetrahydrodipicolinate reductase,COG0289,1.17.1.8
E745S_01831,E745S_01831,CDS,dapH_2,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltr,dapH_2 / 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltr,COG2171,2.3.1.89
E745S_01832,E745S_01832,CDS,asd,Aspartate-semialdehyde dehydrogenase,Aspartate-semialdehyde dehydrogenase,asd / Aspartate-semialdehyde dehydrogenase,COG0136,1.2.1.11
E745S_01833,E745S_01833,CDS,yclM,Aspartokinase 3,Aspartokinase 3,yclM / Aspartokinase 3,COG0527,2.7.2.4
E745S_01834,E745S_01834,CDS,scmP,N-acetylcysteine deacetylase,N-acetylcysteine deacetylase,scmP / N-acetylcysteine deacetylase,COG1473,3.5.1.-
E745S_01835,E745S_01835,CDS,dapX,putative N-acetyl-LL-diaminopimelate aminotransferase,putative N-acetyl-LL-diaminopimelate aminotransferase,dapX / putative N-acetyl-LL-diaminopimelate aminotransferase,COG0436,2.6.1.-
E745S_01836,E745S_01836,CDS,npr_2,NADH peroxidase,NADH peroxidase,npr_2 / NADH peroxidase,COG0446,1.11.1.1
E745S_01837,E745S_01837,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01838,E745S_01838,CDS,NA,IS3 family transposase ISEfa10,IS3 family transposase ISEfa10,IS3 family transposase ISEfa10,,
E745S_01839,E745S_01839,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01840,E745S_01840,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01841,E745S_01841,CDS,umuC_1,Protein UmuC,Protein UmuC,umuC_1 / Protein UmuC,COG0389,
E745S_01842,E745S_01842,CDS,galK_2,Galactokinase,Galactokinase,galK_2 / Galactokinase,COG0153,2.7.1.6
E745S_01843,E745S_01843,CDS,galM,Aldose 1-epimerase,Aldose 1-epimerase,galM / Aldose 1-epimerase,COG2017,5.1.3.3
E745S_01844,E745S_01844,CDS,lacS,Lactose permease,Lactose permease,lacS / Lactose permease,COG2190,
E745S_01845,E745S_01845,CDS,rhaS_2,HTH-type transcriptional activator RhaS,HTH-type transcriptional activator RhaS,rhaS_2 / HTH-type transcriptional activator RhaS,,
E745S_01846,E745S_01846,CDS,kefG,Glutathione-regulated potassium-efflux system ancillary protein KefG,Glutathione-regulated potassium-efflux system ancillary,kefG / Glutathione-regulated potassium-efflux system ancillary,,1.6.5.2
E745S_01847,E745S_01847,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01848,E745S_01848,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01849,E745S_01849,CDS,yifK,putative transport protein YifK,putative transport protein YifK,yifK / putative transport protein YifK,COG1113,
E745S_01850,E745S_01850,CDS,scaC_2,Manganese import ATP-binding protein ScaC,Manganese import ATP-binding protein ScaC,scaC_2 / Manganese import ATP-binding protein ScaC,COG1121,7.2.2.5
E745S_01851,E745S_01851,CDS,mntB,Manganese transport system membrane protein MntB,Manganese transport system membrane protein MntB,mntB / Manganese transport system membrane protein MntB,,
E745S_01852,E745S_01852,CDS,ssaB_2,Manganese ABC transporter substrate-binding lipoprotein,Manganese ABC transporter substrate-binding lipoprotein,ssaB_2 / Manganese ABC transporter substrate-binding lipoprotein,COG0803,
E745S_01853,E745S_01853,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01854,E745S_01854,CDS,queG,Epoxyqueuosine reductase,Epoxyqueuosine reductase,queG / Epoxyqueuosine reductase,COG1600,1.17.99.6
E745S_01855,E745S_01855,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01856,E745S_01856,CDS,pckA,Phosphoenolpyruvate carboxykinase (ATP),Phosphoenolpyruvate carboxykinase (ATP),pckA / Phosphoenolpyruvate carboxykinase (ATP),,4.1.1.49
E745S_01857,E745S_01857,CDS,thiO,Glycine oxidase,Glycine oxidase,thiO / Glycine oxidase,COG0665,1.4.3.19
E745S_01858,E745S_01858,CDS,ribZ_2,Riboflavin transporter RibZ,Riboflavin transporter RibZ,ribZ_2 / Riboflavin transporter RibZ,,
E745S_01859,E745S_01859,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01860,E745S_01860,CDS,argR_2,Arginine repressor,Arginine repressor,argR_2 / Arginine repressor,,
E745S_01861,E745S_01861,CDS,algC,Phosphomannomutase/phosphoglucomutase,Phosphomannomutase/phosphoglucomutase,algC / Phosphomannomutase/phosphoglucomutase,COG1109,5.4.2.2
E745S_01862,E745S_01862,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01863,E745S_01863,CDS,ohrB_1,Organic hydroperoxide resistance protein OhrB,Organic hydroperoxide resistance protein OhrB,ohrB_1 / Organic hydroperoxide resistance protein OhrB,COG1764,
E745S_01864,E745S_01864,CDS,rclA,putative pyridine nucleotide-disulfide oxidoreductase RclA,putative pyridine nucleotide-disulfide oxidoreductase R,rclA / putative pyridine nucleotide-disulfide oxidoreductase R,COG1249,
E745S_01865,E745S_01865,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01866,E745S_01866,CDS,acuR,Transcriptional regulator AcuR,Transcriptional regulator AcuR,acuR / Transcriptional regulator AcuR,,
E745S_01867,E745S_01867,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01868,E745S_01868,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01869,E745S_01869,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01870,E745S_01870,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01871,E745S_01871,CDS,mazF,Endoribonuclease toxin MazF,Endoribonuclease toxin MazF,mazF / Endoribonuclease toxin MazF,COG2337,3.1.27.-
E745S_01872,E745S_01872,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01873,E745S_01873,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01874,E745S_01874,CDS,ydbD,putative manganese catalase,putative manganese catalase,ydbD / putative manganese catalase,COG3546,1.11.1.6
E745S_01875,E745S_01875,CDS,araN_1,putative arabinose-binding protein,putative arabinose-binding protein,araN_1 / putative arabinose-binding protein,COG1653,
E745S_01876,E745S_01876,CDS,lacF_4,Lactose transport system permease protein LacF,Lactose transport system permease protein LacF,lacF_4 / Lactose transport system permease protein LacF,,
E745S_01877,E745S_01877,CDS,araQ_4,L-arabinose transport system permease protein AraQ,L-arabinose transport system permease protein AraQ,araQ_4 / L-arabinose transport system permease protein AraQ,COG0395,
E745S_01878,E745S_01878,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01879,E745S_01879,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01880,E745S_01880,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01881,E745S_01881,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01882,E745S_01882,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01883,E745S_01883,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01884,E745S_01884,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01885,E745S_01885,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01886,E745S_01886,CDS,graR,Response regulator protein GraR,Response regulator protein GraR,graR / Response regulator protein GraR,COG0745,
E745S_01887,E745S_01887,CDS,graS,Sensor histidine kinase GraS,Sensor histidine kinase GraS,graS / Sensor histidine kinase GraS,COG0642,2.7.13.3
E745S_01888,E745S_01888,CDS,glcU_2,putative glucose uptake protein GlcU,putative glucose uptake protein GlcU,glcU_2 / putative glucose uptake protein GlcU,COG4975,
E745S_01889,E745S_01889,CDS,yhdG,putative amino acid permease YhdG,putative amino acid permease YhdG,yhdG / putative amino acid permease YhdG,COG0531,
E745S_01890,E745S_01890,CDS,NA,TelA-like protein,TelA-like protein,TelA-like protein,,
E745S_01891,E745S_01891,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01892,E745S_01892,CDS,act,Methanol dehydrogenase activator,Methanol dehydrogenase activator,act / Methanol dehydrogenase activator,,3.-.-.-
E745S_01893,E745S_01893,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01894,E745S_01894,CDS,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,5'-methylthioadenosine/S-adenosylhomocysteine nucleosid,mtnN / 5'-methylthioadenosine/S-adenosylhomocysteine nucleosid,COG0775,3.2.2.9
E745S_01895,E745S_01895,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01896,E745S_01896,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01897,E745S_01897,CDS,pepO,Neutral endopeptidase,Neutral endopeptidase,pepO / Neutral endopeptidase,COG3590,3.4.24.-
E745S_01898,E745S_01898,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01899,E745S_01899,CDS,prs2,Putative ribose-phosphate pyrophosphokinase 2,Putative ribose-phosphate pyrophosphokinase 2,prs2 / Putative ribose-phosphate pyrophosphokinase 2,,2.7.6.1
E745S_01900,E745S_01900,CDS,iscS_1,Cysteine desulfurase IscS,Cysteine desulfurase IscS,iscS_1 / Cysteine desulfurase IscS,,2.8.1.7
E745S_01901,E745S_01901,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01902,E745S_01902,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01903,E745S_01903,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01904,E745S_01904,CDS,mnmA,tRNA-specific 2-thiouridylase MnmA,tRNA-specific 2-thiouridylase MnmA,mnmA / tRNA-specific 2-thiouridylase MnmA,COG0482,2.8.1.13
E745S_01905,E745S_01905,CDS,arcD1_1,Arginine/ornithine antiporter ArcD1,Arginine/ornithine antiporter ArcD1,arcD1_1 / Arginine/ornithine antiporter ArcD1,COG0531,
E745S_01906,E745S_01906,CDS,vioD,Capreomycidine synthase,Capreomycidine synthase,vioD / Capreomycidine synthase,,4.2.1.145
E745S_01907,E745S_01907,CDS,sbnD_2,Staphyloferrin B transporter,Staphyloferrin B transporter,sbnD_2 / Staphyloferrin B transporter,,
E745S_01908,E745S_01908,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01909,E745S_01909,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01910,E745S_01910,CDS,topB_2,DNA topoisomerase 3,DNA topoisomerase 3,topB_2 / DNA topoisomerase 3,COG0550,5.6.2.1
E745S_01911,E745S_01911,CDS,yfdH,Prophage bactoprenol glucosyl transferase ,Prophage bactoprenol glucosyl transferase ,yfdH / Prophage bactoprenol glucosyl transferase ,COG0463,2.4.1.-
E745S_01912,E745S_01912,CDS,ogt,Methylated-DNA--protein-cysteine methyltransferase, constitutive,Methylated-DNA--protein-cysteine methyltransferase, con,ogt / Methylated-DNA--protein-cysteine methyltransferase, con,COG0350,2.1.1.63
E745S_01913,E745S_01913,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01914,E745S_01914,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01915,E745S_01915,CDS,cysL,HTH-type transcriptional regulator CysL,HTH-type transcriptional regulator CysL,cysL / HTH-type transcriptional regulator CysL,COG0583,
E745S_01916,E745S_01916,CDS,rodA,Peptidoglycan glycosyltransferase RodA,Peptidoglycan glycosyltransferase RodA,rodA / Peptidoglycan glycosyltransferase RodA,COG0772,2.4.1.129
E745S_01917,E745S_01917,CDS,mgsR,Regulatory protein MgsR,Regulatory protein MgsR,mgsR / Regulatory protein MgsR,COG1393,
E745S_01918,E745S_01918,CDS,gcvH,Glycine cleavage system H protein,Glycine cleavage system H protein,gcvH / Glycine cleavage system H protein,COG0509,
E745S_01919,E745S_01919,CDS,metN2,Methionine import ATP-binding protein MetN 2,Methionine import ATP-binding protein MetN 2,metN2 / Methionine import ATP-binding protein MetN 2,COG1135,3.6.3.-
E745S_01920,E745S_01920,CDS,metP_1,Methionine import system permease protein MetP,Methionine import system permease protein MetP,metP_1 / Methionine import system permease protein MetP,COG2011,
E745S_01921,E745S_01921,CDS,metQ_1,Methionine-binding lipoprotein MetQ,Methionine-binding lipoprotein MetQ,metQ_1 / Methionine-binding lipoprotein MetQ,COG1464,
