locus_tag	ftype	length_bp	gene	EC_number	COG	product
E745S_01898	CDS	876				hypothetical protein
E745S_01899	gene	975	prs2			
E745S_01899	CDS	975	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
E745S_01900	gene	1137	iscS_1			
E745S_01900	CDS	1137	iscS_1	2.8.1.7		Cysteine desulfurase IscS
E745S_01901	gene	345				
E745S_01901	CDS	345				hypothetical protein
E745S_01902	gene	1287				
E745S_01902	CDS	1287				hypothetical protein
E745S_01903	gene	600				
E745S_01903	CDS	600				hypothetical protein
E745S_01904	gene	1122	mnmA			
E745S_01904	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
E745S_01905	gene	1422	arcD1_1			
E745S_01905	CDS	1422	arcD1_1		COG0531	Arginine/ornithine antiporter ArcD1
E745S_01906	gene	1119	vioD			
E745S_01906	CDS	1119	vioD	4.2.1.145		Capreomycidine synthase
E745S_01907	gene	1293	sbnD_2			
E745S_01907	CDS	1293	sbnD_2			Staphyloferrin B transporter
E745S_01908	gene	561				
E745S_01908	CDS	561				hypothetical protein
E745S_01909	gene	378				
E745S_01909	CDS	378				hypothetical protein
E745S_01910	gene	1971	topB_2			
E745S_01910	CDS	1971	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
E745S_01911	gene	948	yfdH			
E745S_01911	CDS	948	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
E745S_01912	gene	465	ogt			
E745S_01912	CDS	465	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
E745S_01913	gene	1044				
E745S_01913	CDS	1044				hypothetical protein
E745S_01914	gene	966				
E745S_01914	CDS	966				hypothetical protein
E745S_01915	gene	846	cysL			
E745S_01915	CDS	846	cysL		COG0583	HTH-type transcriptional regulator CysL
E745S_01916	gene	1188	rodA			
E745S_01916	CDS	1188	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
E745S_01917	gene	357	mgsR			
E745S_01917	CDS	357	mgsR		COG1393	Regulatory protein MgsR
E745S_01918	gene	339	gcvH			
E745S_01918	CDS	339	gcvH		COG0509	Glycine cleavage system H protein
E745S_01919	gene	1044	metN2			
E745S_01919	CDS	1044	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
E745S_01920	gene	687	metP_1			
E745S_01920	CDS	687	metP_1		COG2011	Methionine import system permease protein MetP
E745S_01921	gene	849	metQ_1			
E745S_01921	CDS	849	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
E745S_01922	gene	774				
E745S_01922	CDS	774				putative ABC transporter ATP-binding protein
E745S_01923	gene	1287				
E745S_01923	CDS	1287				hypothetical protein
E745S_01924	gene	1236	sufS			
E745S_01924	CDS	1236	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
E745S_01925	gene	471	iscU			
E745S_01925	CDS	471	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
E745S_01926	gene	1392				
E745S_01926	CDS	1392				hypothetical protein
E745S_01927	gene	1143	xerC_7			
E745S_01927	CDS	1143	xerC_7			Tyrosine recombinase XerC
E745S_01928	gene	735				
E745S_01928	CDS	735				hypothetical protein
E745S_01929	gene	276				
E745S_01929	CDS	276				hypothetical protein
E745S_01930	gene	1998				
E745S_01930	CDS	1998				hypothetical protein
E745S_01931	gene	336				
E745S_01931	CDS	336				hypothetical protein
E745S_01932	gene	216				
E745S_01932	CDS	216				hypothetical protein
E745S_01933	gene	366				
E745S_01933	CDS	366				hypothetical protein
E745S_01934	gene	327				
E745S_01934	CDS	327				hypothetical protein
E745S_01935	gene	726				
E745S_01935	CDS	726				hypothetical protein
E745S_01936	gene	1593				
E745S_01936	CDS	1593				hypothetical protein
E745S_01937	gene	1245				
E745S_01937	CDS	1245				hypothetical protein
E745S_01938	gene	690				
E745S_01938	CDS	690				hypothetical protein
E745S_01939	gene	2433				
E745S_01939	CDS	2433				hypothetical protein
E745S_01940	gene	1446				
E745S_01940	CDS	1446				IS1182 family transposase ISEfa7
E745S_01941	gene	666				
E745S_01941	CDS	666				hypothetical protein
E745S_01942	gene	2037				
E745S_01942	CDS	2037				hypothetical protein
E745S_01943	gene	639	yknY			
E745S_01943	CDS	639	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
E745S_01944	gene	429				
E745S_01944	CDS	429				hypothetical protein
E745S_01945	gene	912	prsA_3			
E745S_01945	CDS	912	prsA_3	5.2.1.8		Foldase protein PrsA
E745S_01946	gene	438				
E745S_01946	CDS	438				hypothetical protein
E745S_01947	gene	885				
E745S_01947	CDS	885		2.7.1.-	COG1597	Putative lipid kinase
E745S_01948	gene	3168				
E745S_01948	CDS	3168				hypothetical protein
E745S_01949	gene	546				
E745S_01949	CDS	546				hypothetical protein
E745S_01950	gene	456				
E745S_01950	CDS	456				hypothetical protein
E745S_01951	gene	759				
E745S_01951	CDS	759				hypothetical protein
E745S_01952	gene	741				
E745S_01952	CDS	741				hypothetical protein
E745S_01953	gene	1254				
E745S_01953	CDS	1254				hypothetical protein
E745S_01954	gene	228				
E745S_01954	CDS	228				hypothetical protein
E745S_01955	gene	327				
E745S_01955	CDS	327				hypothetical protein
E745S_01956	gene	714	strA			
E745S_01956	CDS	714	strA	3.4.22.-	COG3764	Sortase A
E745S_01957	gene	852	licT_2			
E745S_01957	CDS	852	licT_2		COG3711	Transcription antiterminator LicT
E745S_01958	gene	150				
E745S_01958	CDS	150				hypothetical protein
E745S_01959	gene	1866	bglF_2			
E745S_01959	CDS	1866	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
E745S_01960	gene	1371	bglH_1			
E745S_01960	CDS	1371	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
E745S_01961	gene	702				
E745S_01961	CDS	702				hypothetical protein
E745S_01962	gene	489	fruA_2			
E745S_01962	CDS	489	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
E745S_01963	gene	111				
E745S_01963	CDS	111				hypothetical protein
E745S_01964	gene	576	yvdD			
E745S_01964	CDS	576	yvdD		COG1611	LOG family protein YvdD
E745S_01965	gene	441				
E745S_01965	CDS	441				hypothetical protein
E745S_01966	gene	702				
E745S_01966	CDS	702		2.7.1.113	COG1428	Deoxyguanosine kinase
E745S_01967	gene	174				
E745S_01967	CDS	174				hypothetical protein
E745S_01968	gene	426				
E745S_01968	CDS	426				hypothetical protein
E745S_01969	gene	972	rbsR			
E745S_01969	CDS	972	rbsR		COG1609	Ribose operon repressor
E745S_01970	gene	1398	gmuD_2			
E745S_01970	CDS	1398	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
E745S_01971	gene	624				
E745S_01971	CDS	624				hypothetical protein
E745S_01972	gene	2094	ltaS1_2			
E745S_01972	CDS	2094	ltaS1_2		COG1368	Lipoteichoic acid synthase 1
E745S_01973	gene	867				
E745S_01973	CDS	867				hypothetical protein
E745S_01974	gene	438	ndk			
E745S_01974	CDS	438	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
E745S_01975	gene	2649	mgtA			
E745S_01975	CDS	2649	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
E745S_01976	gene	672				
E745S_01976	CDS	672		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
E745S_01977	gene	600				
E745S_01977	CDS	600				hypothetical protein
E745S_01978	gene	1074	metN			
E745S_01978	CDS	1074	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
E745S_01979	gene	681	metP_2			
E745S_01979	CDS	681	metP_2		COG2011	Methionine import system permease protein MetP
E745S_01980	gene	840	metQ_2			
E745S_01980	CDS	840	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
E745S_01981	gene	1224	abgB			
E745S_01981	CDS	1224	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
E745S_01982	gene	1419	nhaC_3			
E745S_01982	CDS	1419	nhaC_3		COG1757	Na(+)/H(+) antiporter NhaC
E745S_01983	gene	444				
E745S_01983	CDS	444				hypothetical protein
E745S_01984	gene	1341	yvbW			
E745S_01984	CDS	1341	yvbW		COG1113	putative amino acid permease YvbW
E745S_01985	gene	897				
E745S_01985	CDS	897				hypothetical protein
E745S_01986	gene	942	panE			
E745S_01986	CDS	942	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
E745S_01987	gene	1122	garK			
E745S_01987	CDS	1122	garK	2.7.1.165	COG1929	Glycerate 2-kinase
E745S_01988	gene	1503	eat(A)			
E745S_01988	CDS	1503	eat(A)			ABC-F type ribosomal protection protein Eat(A)
E745S_01989	gene	528	pspB			
E745S_01989	CDS	528	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
E745S_01990	gene	1062				
E745S_01990	CDS	1062				hypothetical protein
E745S_01991	gene	897	murQ			
E745S_01991	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
E745S_01992	gene	1983				
E745S_01992	CDS	1983				hypothetical protein
E745S_01993	gene	447				
E745S_01993	CDS	447			COG1780	Putative NrdI-like protein
E745S_01994	gene	1425	arcD1_2			
E745S_01994	CDS	1425	arcD1_2		COG0531	Arginine/ornithine antiporter ArcD1
E745S_01995	gene	774				
E745S_01995	CDS	774				hypothetical protein
E745S_01996	gene	906	bcrA_2			
E745S_01996	CDS	906	bcrA_2			Bacitracin transport ATP-binding protein BcrA
E745S_01997	gene	321	gdx			
E745S_01997	CDS	321	gdx		COG2076	Guanidinium exporter
E745S_01998	gene	687				
E745S_01998	CDS	687				hypothetical protein
E745S_01999	gene	945				
E745S_01999	CDS	945				hypothetical protein
E745S_02000	gene	645	pcp			
E745S_02000	CDS	645	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
E745S_02001	gene	1278				
E745S_02001	CDS	1278				hypothetical protein
E745S_02002	gene	750	pnuC			
E745S_02002	CDS	750	pnuC		COG3201	Nicotinamide riboside transporter PnuC
E745S_02003	gene	381				
E745S_02003	CDS	381				hypothetical protein
E745S_02004	gene	510				
E745S_02004	CDS	510				hypothetical protein
E745S_02005	gene	180				
E745S_02005	CDS	180				hypothetical protein
E745S_02006	gene	564				
E745S_02006	CDS	564				hypothetical protein
E745S_02007	gene	516				
E745S_02007	CDS	516				hypothetical protein
E745S_02008	gene	870	ywpJ_2			
E745S_02008	CDS	870	ywpJ_2	3.1.3.-	COG0561	Phosphatase YwpJ
E745S_02009	gene	681	ung			
E745S_02009	CDS	681	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
E745S_02010	gene	981	pta			
E745S_02010	CDS	981	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
E745S_02011	gene	474	tsaE			
E745S_02011	CDS	474	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
E745S_02012	gene	525				
E745S_02012	CDS	525				hypothetical protein
E745S_02013	gene	534	polC_2			
E745S_02013	CDS	534	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
E745S_02014	gene	753	exoA			
E745S_02014	CDS	753	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
E745S_02015	gene	921	yceM			
E745S_02015	CDS	921	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
E745S_02016	gene	936	murB			
E745S_02016	CDS	936	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
E745S_02017	gene	1479				
E745S_02017	CDS	1479				hypothetical protein
E745S_02018	gene	2061				
E745S_02018	CDS	2061				hypothetical protein
E745S_02019	gene	570				
E745S_02019	CDS	570				hypothetical protein
E745S_02020	gene	807				
E745S_02020	CDS	807				hypothetical protein
E745S_02021	gene	1515				
E745S_02021	CDS	1515		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
E745S_02022	gene	984				
E745S_02022	CDS	984		1.3.1.103		2-haloacrylate reductase
E745S_02023	gene	648	yhfK			
E745S_02023	CDS	648	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
E745S_02024	gene	633	panT_2			
E745S_02024	CDS	633	panT_2		COG4684	Pantothenic acid transporter PanT
E745S_02025	gene	552	coaBC_1			
E745S_02025	CDS	552	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
E745S_02026	gene	738	coaBC_2			
E745S_02026	CDS	738	coaBC_2	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
E745S_02027	gene	990	acuI			
E745S_02027	CDS	990	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
E745S_02028	gene	543				
E745S_02028	CDS	543				hypothetical protein
E745S_02029	gene	1086	potA			
E745S_02029	CDS	1086	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
E745S_02030	gene	807	potB			
E745S_02030	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
E745S_02031	gene	828	ydcV			
E745S_02031	CDS	828	ydcV			Inner membrane ABC transporter permease protein YdcV
E745S_02032	gene	1074	potD			
E745S_02032	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
E745S_02033	gene	2619	dgaR_1			
E745S_02033	CDS	2619	dgaR_1			Transcriptional regulatory protein DagR
E745S_02034	gene	423				
E745S_02034	CDS	423				hypothetical protein
E745S_02035	gene	495				
E745S_02035	CDS	495		2.7.1.-		putative phosphotransferase enzyme IIB component
E745S_02036	gene	810				
E745S_02036	CDS	810				hypothetical protein
E745S_02037	gene	822	manZ_3			
E745S_02037	CDS	822	manZ_3		COG3716	PTS system mannose-specific EIID component
E745S_02038	gene	2100				
E745S_02038	CDS	2100				hypothetical protein
E745S_02039	gene	1119				
E745S_02039	CDS	1119				hypothetical protein
E745S_02040	gene	879	gmuE_3			
E745S_02040	CDS	879	gmuE_3	2.7.1.4	COG1940	Putative fructokinase
E745S_02041	gene	813				
E745S_02041	CDS	813				hypothetical protein
E745S_02042	gene	108				
E745S_02042	CDS	108				hypothetical protein
E745S_02043	gene	1068				
E745S_02043	CDS	1068				hypothetical protein
E745S_02044	gene	204				
E745S_02044	CDS	204				hypothetical protein
E745S_02045	gene	1203	xerC_8			
E745S_02045	CDS	1203	xerC_8			Tyrosine recombinase XerC
E745S_02046	gene	1131	metE			
E745S_02046	CDS	1131	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
E745S_02047	gene	954				
E745S_02047	CDS	954			COG2826	IS30 family transposase IS1252
E745S_02048	gene	393	glnR			
E745S_02048	CDS	393	glnR		COG0789	HTH-type transcriptional regulator GlnR
E745S_02049	gene	1341	glnA			
E745S_02049	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
E745S_02050	gene	246				
E745S_02050	CDS	246				hypothetical protein
E745S_02051	gene	1611	pyrG			
E745S_02051	CDS	1611	pyrG	6.3.4.2	COG0504	CTP synthase
E745S_02052	gene	870	fba			
E745S_02052	CDS	870	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
E745S_02053	gene	1272	murA1_1			
E745S_02053	CDS	1272	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
E745S_02054	gene	1296	rho			
E745S_02054	CDS	1296	rho	3.6.4.-	COG1158	Transcription termination factor Rho
E745S_02055	gene	264	rpmE2			
E745S_02055	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
E745S_02056	gene	450	fruA_3			
E745S_02056	CDS	450	fruA_3		COG1299	PTS system fructose-specific EIIABC component
E745S_02057	gene	1419	fruA_4			
E745S_02057	CDS	1419	fruA_4		COG1299	PTS system fructose-specific EIIABC component
E745S_02058	gene	861	kbaY			
E745S_02058	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
E745S_02059	gene	738	ydjF			
E745S_02059	CDS	738	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
E745S_02060	gene	366				
E745S_02060	CDS	366				hypothetical protein
E745S_02061	gene	1209	yfcJ			
E745S_02061	CDS	1209	yfcJ			putative MFS-type transporter YfcJ
E745S_02062	gene	279				
E745S_02062	CDS	279				hypothetical protein
E745S_02063	gene	696	larR			
E745S_02063	CDS	696	larR		COG0664	Lactate racemization regulatory protein
E745S_02064	gene	798				
E745S_02064	CDS	798				hypothetical protein
E745S_02065	gene	1185				
E745S_02065	CDS	1185				hypothetical protein
E745S_02066	gene	1248				
E745S_02066	CDS	1248				hypothetical protein
E745S_02067	gene	1746				
E745S_02067	CDS	1746				hypothetical protein
E745S_02068	gene	315				
E745S_02068	CDS	315			COG0718	Nucleoid-associated protein
E745S_02069	gene	597	recR			
E745S_02069	CDS	597	recR		COG0353	Recombination protein RecR
E745S_02070	gene	645	tmk			
E745S_02070	CDS	645	tmk	2.7.4.9	COG0125	Thymidylate kinase
E745S_02071	gene	330	darA			
E745S_02071	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
E745S_02072	gene	939				
E745S_02072	CDS	939				hypothetical protein
E745S_02073	gene	825				
E745S_02073	CDS	825				hypothetical protein
E745S_02074	gene	348	yabA			
E745S_02074	CDS	348	yabA		COG4467	Initiation-control protein YabA
E745S_02075	gene	873	rsmI			
E745S_02075	CDS	873	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
E745S_02076	gene	1122	dinB			
E745S_02076	CDS	1122	dinB	2.7.7.7	COG0389	DNA polymerase IV
E745S_02077	gene	603				
E745S_02077	CDS	603				hypothetical protein
E745S_02078	gene	2190	nrdD			
E745S_02078	CDS	2190	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
E745S_02079	gene	768	bceA_2			
E745S_02079	CDS	768	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
E745S_02080	gene	2043	bceB_2			
E745S_02080	CDS	2043	bceB_2		COG0577	Bacitracin export permease protein BceB
E745S_02081	gene	1074	dltA			
E745S_02081	CDS	1074	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
E745S_02082	gene	1206				
E745S_02082	CDS	1206				hypothetical protein
E745S_02083	gene	234	dltC			
E745S_02083	CDS	234	dltC		COG0236	D-alanyl carrier protein
E745S_02084	gene	921	dltD			
E745S_02084	CDS	921	dltD		COG3966	Protein DltD
E745S_02085	gene	267				
E745S_02085	CDS	267				hypothetical protein
E745S_02086	gene	1083	ysdC			
E745S_02086	CDS	1083	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
E745S_02087	gene	804				
E745S_02087	CDS	804				hypothetical protein
E745S_02088	gene	741				
E745S_02088	CDS	741			COG1234	putative protein
E745S_02089	gene	1005	lplJ			
E745S_02089	CDS	1005	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
E745S_02090	gene	1845				
E745S_02090	CDS	1845				hypothetical protein
E745S_02091	gene	390				
E745S_02091	CDS	390				hypothetical protein
E745S_02092	gene	684	trmR			
E745S_02092	CDS	684	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
E745S_02093	gene	75				
E745S_02093	tRNA	75				tRNA-Arg(tct)
E745S_02094	gene	360				
E745S_02094	CDS	360				hypothetical protein
E745S_02095	gene	1632	dauA			
E745S_02095	CDS	1632	dauA		COG0659	C4-dicarboxylic acid transporter DauA
E745S_02096	gene	642	udg			
E745S_02096	CDS	642	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
E745S_02097	gene	309	rplU			
E745S_02097	CDS	309	rplU		COG0261	50S ribosomal protein L21
E745S_02098	gene	345				
E745S_02098	CDS	345				hypothetical protein
E745S_02099	gene	294	rpmA			
E745S_02099	CDS	294	rpmA			50S ribosomal protein L27
E745S_02100	gene	2835	dgaR_2			
E745S_02100	CDS	2835	dgaR_2			Transcriptional regulatory protein DagR
E745S_02101	gene	492	manX_2			
E745S_02101	CDS	492	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
E745S_02102	gene	990	manX_3			
E745S_02102	CDS	990	manX_3	2.7.1.191		PTS system mannose-specific EIIAB component
E745S_02103	gene	804	sorA_1			
E745S_02103	CDS	804	sorA_1		COG3715	PTS system sorbose-specific EIIC component
E745S_02104	gene	915	manZ_4			
E745S_02104	CDS	915	manZ_4		COG3716	PTS system mannose-specific EIID component
E745S_02105	gene	375				
E745S_02105	CDS	375				hypothetical protein
E745S_02106	gene	246				
E745S_02106	CDS	246				hypothetical protein
E745S_02107	gene	1065	ypdF			
E745S_02107	CDS	1065	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
E745S_02108	gene	426				
E745S_02108	CDS	426				putative protein
E745S_02109	gene	450	nusB			
E745S_02109	CDS	450	nusB		COG0781	Transcription antitermination protein NusB
E745S_02110	gene	855	folD			
E745S_02110	CDS	855	folD		COG0190	Bifunctional protein FolD protein
E745S_02111	gene	1338	xseA			
E745S_02111	CDS	1338	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
E745S_02112	gene	225	xseB			
E745S_02112	CDS	225	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
E745S_02113	gene	891				
E745S_02113	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
E745S_02114	gene	819	tlyA			
E745S_02114	CDS	819	tlyA		COG1189	Hemolysin A
E745S_02115	gene	450	argR_3			
E745S_02115	CDS	450	argR_3		COG1438	Arginine repressor
E745S_02116	gene	1683	recN			
E745S_02116	CDS	1683	recN		COG0497	DNA repair protein RecN
E745S_02117	gene	117				
E745S_02117	CDS	117				hypothetical protein
E745S_02118	gene	957				
E745S_02118	CDS	957				hypothetical protein
E745S_02119	gene	369				
E745S_02119	CDS	369				hypothetical protein
E745S_02120	gene	432	mraZ			
E745S_02120	CDS	432	mraZ			Transcriptional regulator MraZ
E745S_02121	gene	960	rsmH			
E745S_02121	CDS	960	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
E745S_02122	gene	402	ftsL			
E745S_02122	CDS	402	ftsL			Cell division protein FtsL
E745S_02123	gene	2193	pbpX_2			
E745S_02123	CDS	2193	pbpX_2		COG0768	Penicillin-binding protein 2X
E745S_02124	gene	963	mraY			
E745S_02124	CDS	963	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
E745S_02125	gene	1362	murD			
E745S_02125	CDS	1362	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
E745S_02126	gene	1089	murG			
